平成２８年　社会医療診療行為別統計　平成２８年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第　７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,　　高血圧性疾患,18763 ,327463 ,18763 ,1742675 ,648722086 ,1708 ,1126 ,567231 ,6038 ,12866 ,4395746 ,368 ,347 ,1069396 ,9761 ,191574 ,18295505 ,7937 ,36183 ,11134569 ,11771 ,852458 ,12405789 ,7013 ,60645 ,23099729 ,5320 ,168808 ,34118057 ,662 ,6311 ,1301945 ,6121 ,89306 ,22178608 ,1431 ,2392 ,39317418 ,750 ,1576 ,3045435 ,3 ,62 ,79060 ,614 ,1353 ,649778 ,17992 ,305001 ,433992492 ,1328 ,12589 ,42534962 ,17175 ,939872 ,551262554 
,　　虚血性心疾患,50209 ,360858 ,50209 ,2777125 ,3635094010 ,9060 ,7478 ,3541263 ,39508 ,88999 ,28305529 ,1124 ,1072 ,3030339 ,31528 ,232402 ,159923208 ,12245 ,31028 ,11424048 ,29275 ,1764867 ,33232467 ,6978 ,31190 ,14912731 ,9825 ,167380 ,39429275 ,462 ,3089 ,603370 ,7132 ,54379 ,34759355 ,19155 ,31291 ,1937395666 ,2306 ,3010 ,41482014 ,247 ,410 ,112810 ,734 ,989 ,492900 ,46877 ,128580 ,261229471 ,39714 ,230610 ,1065215453 ,48834 ,882537 ,598325645 
,　　その他の心疾患,85322 ,1269149 ,85322 ,6461519 ,6377386733 ,18911 ,13707 ,6837431 ,53353 ,124616 ,40567701 ,2969 ,3071 ,16516628 ,40008 ,693104 ,120885553 ,33842 ,115926 ,33420457 ,43474 ,3065103 ,65817801 ,18129 ,150508 ,66145887 ,33257 ,683157 ,149113786 ,1506 ,7714 ,1558825 ,21897 ,285621 ,102651281 ,16209 ,37012 ,2218056225 ,6594 ,9332 ,87839666 ,647 ,1168 ,372366 ,3644 ,4550 ,2131933 ,80509 ,692612 ,1282337611 ,48809 ,573510 ,2182783398 ,78920 ,3483342 ,2248663885 
,　　くも膜下出血,10147 ,235487 ,10147 ,959999 ,968246083 ,1812 ,1656 ,748781 ,4250 ,9135 ,3224050 ,96 ,127 ,148186 ,2514 ,36817 ,3026467 ,3911 ,9537 ,8295674 ,2289 ,157493 ,1973924 ,980 ,9187 ,5024158 ,7165 ,442047 ,108629212 ,65 ,442 ,80730 ,1918 ,51699 ,9700417 ,1763 ,3669 ,222896850 ,1453 ,2606 ,23785867 ,42 ,67 ,11000 ,66 ,75 ,34590 ,9812 ,181538 ,318188627 ,3305 ,53887 ,262360324 ,9312 ,709076 ,393638024 
,　　脳内出血,36960 ,862510 ,36960 ,4256515 ,2573918408 ,5984 ,5344 ,2337022 ,11975 ,25071 ,8731538 ,415 ,473 ,619857 ,7050 ,141968 ,11263549 ,11305 ,31203 ,15016654 ,8556 ,531686 ,7080875 ,3481 ,37271 ,14874481 ,28619 ,2456802 ,606396288 ,300 ,1628 ,324990 ,6608 ,157432 ,38259205 ,1787 ,3254 ,67933501 ,941 ,1562 ,13267508 ,21 ,54 ,61280 ,239 ,309 ,132500 ,36282 ,721593 ,1294956010 ,9230 ,140764 ,491977966 ,34890 ,2657572 ,1498915530 
,　　脳　梗　塞,91686 ,1960279 ,91686 ,9775836 ,5822663946 ,18354 ,15707 ,6637453 ,35272 ,82281 ,28370405 ,1208 ,1168 ,1901045 ,20257 ,448858 ,38456367 ,32041 ,88845 ,46866405 ,29760 ,1883508 ,27880488 ,11798 ,136074 ,73896227 ,69318 ,4848500 ,1207458366 ,934 ,5741 ,1119710 ,14638 ,297415 ,71652847 ,3252 ,5709 ,133901883 ,905 ,1319 ,7601518 ,56 ,225 ,314860 ,922 ,1239 ,516658 ,89579 ,1565158 ,2758561975 ,28977 ,393799 ,1416935417 ,87908 ,5912099 ,3383957148 
,　　脳動脈硬化（症）,128 ,2221 ,128 ,13285 ,5109405 ,23 ,20 ,7420 ,60 ,143 ,45440 ,5 ,5 ,9938 ,80 ,2355 ,301081 ,76 ,369 ,158867 ,79 ,5211 ,77909 ,58 ,517 ,250428 ,48 ,1646 ,394172 ,6 ,76 ,16440 ,49 ,745 ,192681 ,9 ,17 ,76410 ,3 ,3 ,1823 ,-,-,-,3 ,9 ,4390 ,125 ,2099 ,3347710 ,9 ,70 ,224696 ,117 ,6335 ,3725022 
,　　その他の脳血管疾患,14474 ,201831 ,14474 ,1145893 ,969200013 ,2526 ,2149 ,860997 ,8201 ,17415 ,5907811 ,142 ,142 ,287192 ,4426 ,89608 ,8316412 ,8582 ,21076 ,21819502 ,6939 ,391886 ,5527695 ,2744 ,22328 ,13305955 ,6675 ,351696 ,88714437 ,133 ,1032 ,205930 ,2630 ,38969 ,9030288 ,3942 ,4908 ,299763717 ,2131 ,2780 ,21526923 ,15 ,17 ,177980 ,288 ,352 ,191300 ,13659 ,137572 ,247087081 ,7798 ,63942 ,246476583 ,14068 ,565015 ,342489709 
,　　動脈硬化（症）,6546 ,78606 ,6546 ,422693 ,505567303 ,403 ,335 ,121494 ,4523 ,9765 ,3227370 ,187 ,157 ,431287 ,2303 ,35752 ,7772332 ,1919 ,4526 ,2687389 ,3339 ,214497 ,3950474 ,1015 ,8993 ,3490459 ,1896 ,41206 ,8927057 ,75 ,458 ,85260 ,2059 ,21266 ,22675771 ,3457 ,5697 ,238427157 ,900 ,1394 ,7160138 ,54 ,95 ,41410 ,156 ,196 ,105440 ,5933 ,31691 ,56038947 ,4827 ,46640 ,150425068 ,6434 ,212241 ,141584865 
,　　痔　核,6928 ,43755 ,6928 ,285037 ,112189918 ,338 ,278 ,100561 ,2807 ,5301 ,2165934 ,21 ,21 ,73172 ,3376 ,22306 ,3295577 ,812 ,2832 ,731445 ,6067 ,174385 ,2316041 ,3051 ,7861 ,2738525 ,271 ,11651 ,2478267 ,86 ,961 ,182915 ,2856 ,13737 ,1284342 ,3497 ,3834 ,23403450 ,2751 ,3681 ,3940485 ,10 ,98 ,169340 ,608 ,1116 ,597550 ,5608 ,30688 ,53272214 ,1066 ,6275 ,15439980 ,5220 ,91068 ,57008248 
,　　低血圧（症）,666 ,7834 ,666 ,42008 ,23684406 ,211 ,153 ,77976 ,336 ,713 ,293827 ,17 ,17 ,37030 ,302 ,4980 ,523214 ,279 ,729 ,257407 ,333 ,19164 ,293993 ,162 ,1115 ,478020 ,161 ,4596 ,992097 ,45 ,310 ,54190 ,150 ,2215 ,906857 ,69 ,114 ,1717283 ,50 ,74 ,318797 ,1 ,1 ,110 ,15 ,29 ,14010 ,644 ,5674 ,9905282 ,343 ,2124 ,7814313 ,633 ,20953 ,13373842 
,　　その他の循環器系の疾患,21923 ,268254 ,21923 ,1376479 ,1982450932 ,4257 ,3482 ,1609101 ,15046 ,34491 ,11388820 ,471 ,508 ,1428426 ,8796 ,123075 ,17475536 ,9238 ,23411 ,9326359 ,11517 ,620455 ,11143235 ,3610 ,24093 ,14706928 ,8043 ,200589 ,46485552 ,340 ,1398 ,295035 ,4059 ,45569 ,25023272 ,9021 ,21808 ,863777871 ,4798 ,8516 ,76755139 ,413 ,781 ,407490 ,1230 ,1464 ,793360 ,20263 ,99326 ,211722984 ,15663 ,167210 ,690108794 ,20570 ,687005 ,451496539 
,Ⅹ　呼吸器系の疾患,185880 ,2660728 ,185880 ,12730686 ,8271533938 ,53844 ,40556 ,19827662 ,100004 ,208089 ,69519715 ,7061 ,7359 ,41298457 ,95199 ,1693622 ,145402729 ,79563 ,282570 ,84405260 ,101855 ,4774043 ,82693798 ,47868 ,516224 ,221453468 ,65614 ,1549198 ,321484793 ,2497 ,14013 ,2887795 ,47707 ,929283 ,193672226 ,15250 ,32494 ,324494484 ,7913 ,14464 ,74868432 ,311 ,892 ,1119170 ,12160 ,16652 ,7028489 ,174015 ,1563542 ,2932030007 ,103788 ,1087254 ,3748659965 ,166180 ,6365164 ,3902712436 
,　　急性鼻咽頭炎［かぜ］<感冒>,818 ,10681 ,818 ,60150 ,21477404 ,172 ,137 ,81044 ,307 ,628 ,234412 ,10 ,8 ,30097 ,408 ,4223 ,370514 ,159 ,714 ,209284 ,630 ,33163 ,457791 ,220 ,1225 ,376774 ,141 ,7285 ,1567440 ,105 ,1213 ,226015 ,168 ,1623 ,389875 ,60 ,68 ,1092647 ,47 ,82 ,132030 ,-,-,-,11 ,21 ,11850 ,639 ,8776 ,12234735 ,213 ,984 ,4062896 ,598 ,27060 ,17070986 
,　　急性咽頭炎及び急性扁桃炎,4540 ,30642 ,4540 ,151809 ,101332537 ,2086 ,1819 ,835301 ,2311 ,3902 ,1277629 ,32 ,32 ,143636 ,2482 ,18807 ,1829247 ,896 ,2378 ,710948 ,3177 ,73813 ,1215275 ,820 ,4708 ,2066552 ,258 ,9432 ,1948175 ,79 ,685 ,121070 ,451 ,5410 ,834970 ,273 ,503 ,4644311 ,230 ,393 ,1669442 ,-,-,-,146 ,186 ,104190 ,4034 ,14874 ,26355529 ,3227 ,14867 ,57576262 ,4130 ,68963 ,44495238 
,　　その他の急性上気道感染症,3955 ,30419 ,3955 ,151444 ,93019734 ,1865 ,1553 ,825411 ,1870 ,3276 ,1102431 ,40 ,40 ,136293 ,2141 ,14762 ,1870907 ,822 ,2087 ,612315 ,2586 ,79574 ,1414706 ,613 ,3518 ,2567627 ,296 ,9906 ,2049181 ,121 ,1202 ,230095 ,420 ,5310 ,962011 ,149 ,287 ,3235553 ,106 ,227 ,494486 ,6 ,30 ,116150 ,59 ,104 ,59248 ,3496 ,16938 ,28707455 ,2694 ,12627 ,48635835 ,3268 ,69890 ,44575104 
,　　肺　　炎,71882 ,1027097 ,71882 ,5544205 ,3064366213 ,22007 ,16376 ,7746794 ,37947 ,78975 ,25861371 ,2449 ,2466 ,12705445 ,40713 ,904478 ,72545444 ,37503 ,153602 ,45948454 ,42981 ,2055160 ,32451864 ,25227 ,284494 ,121043881 ,24799 ,571011 ,118673245 ,758 ,3383 ,704305 ,22863 ,435726 ,72518384 ,3024 ,7272 ,31949589 ,393 ,628 ,1872571 ,104 ,331 ,421280 ,2830 ,4424 ,1310475 ,68334 ,659225 ,1235797884 ,35468 ,366526 ,1282593124 ,64995 ,2406172 ,1500423970 
,　　急性気管支炎及び急性細気管支炎,7953 ,65514 ,7953 ,330881 ,215902091 ,3324 ,2574 ,1417838 ,3946 ,7027 ,2247764 ,168 ,173 ,1015531 ,3871 ,37029 ,3086075 ,1815 ,5503 ,1546268 ,5585 ,164533 ,2354579 ,1510 ,11041 ,3870196 ,869 ,19713 ,4172011 ,96 ,889 ,161100 ,1162 ,17070 ,2953849 ,149 ,283 ,3857429 ,68 ,147 ,461308 ,5 ,7 ,2340 ,77 ,155 ,67880 ,7152 ,34463 ,65128127 ,5522 ,30268 ,123559736 ,6653 ,147265 ,93124344 
,　　アレルギ－性鼻炎,1112 ,13219 ,1112 ,86152 ,38141409 ,42 ,33 ,14576 ,383 ,836 ,349704 ,39 ,40 ,85050 ,510 ,6859 ,948267 ,221 ,1120 ,350406 ,807 ,48612 ,1003233 ,351 ,1769 ,1374074 ,188 ,9432 ,2030674 ,101 ,1141 ,251970 ,301 ,3246 ,617824 ,234 ,639 ,9171629 ,187 ,297 ,1352944 ,2 ,35 ,88530 ,52 ,89 ,52440 ,970 ,11310 ,18530391 ,127 ,694 ,1919697 ,852 ,32044 ,20388536 
,　　慢性副鼻腔炎,2597 ,17858 ,2597 ,106672 ,158983411 ,67 ,53 ,23071 ,1954 ,4286 ,1565683 ,27 ,20 ,52749 ,908 ,5798 ,1045318 ,265 ,702 ,261253 ,1886 ,61744 ,1005504 ,339 ,1266 ,1257650 ,80 ,2627 ,577563 ,20 ,186 ,35345 ,291 ,3111 ,661308 ,1806 ,4761 ,90244827 ,1710 ,2816 ,15060076 ,1 ,4 ,440 ,1376 ,1563 ,986788 ,2323 ,5194 ,9990692 ,2058 ,12514 ,36214874 ,2517 ,41336 ,26970262 
,　　急性又は慢性と明示されない気管支炎,1111 ,18760 ,1111 ,100070 ,40565610 ,157 ,105 ,50870 ,398 ,821 ,310030 ,23 ,21 ,88824 ,642 ,12360 ,1042772 ,491 ,2216 ,593363 ,701 ,44958 ,740764 ,459 ,3849 ,1575444 ,306 ,8450 ,1761938 ,58 ,469 ,81680 ,429 ,8083 ,1307224 ,93 ,155 ,1880081 ,44 ,90 ,292523 ,-,-,-,30 ,64 ,30150 ,1048 ,16964 ,26734993 ,167 ,1465 ,4074954 ,969 ,51712 ,30511087 
,　　慢性閉塞性肺疾患,9342 ,196608 ,9342 ,745218 ,447122433 ,1340 ,944 ,433983 ,4130 ,10129 ,3348653 ,783 ,839 ,5995490 ,3790 ,71885 ,6085179 ,3445 ,12463 ,3973353 ,3816 ,276090 ,4973866 ,1750 ,18459 ,7435929 ,4637 ,97178 ,19182365 ,167 ,1172 ,225830 ,2671 ,58593 ,15893902 ,245 ,476 ,4468204 ,92 ,232 ,681826 ,5 ,15 ,1980 ,276 ,486 ,188030 ,9161 ,169501 ,283332137 ,2280 ,26725 ,90844459 ,8964 ,617156 ,347619704 
,　　喘　　息,11211 ,99138 ,11211 ,548777 ,318768156 ,4274 ,3099 ,1923775 ,6262 ,12434 ,4045924 ,252 ,247 ,1379037 ,5094 ,56803 ,5068296 ,2852 ,8699 ,2453245 ,8210 ,298565 ,5281033 ,2422 ,15977 ,6059783 ,1426 ,28635 ,5828759 ,107 ,869 ,195925 ,2015 ,24546 ,4442905 ,188 ,306 ,4145021 ,95 ,176 ,472402 ,1 ,1 ,110 ,211 ,366 ,151168 ,10004 ,54989 ,105787519 ,7157 ,43056 ,171419456 ,10472 ,252131 ,157849502 
,　　その他の呼吸器系の疾患,71359 ,1150792 ,71359 ,4905308 ,3771854940 ,18510 ,13863 ,6474999 ,40496 ,85775 ,29176114 ,3238 ,3473 ,19666305 ,34640 ,560618 ,51510710 ,31094 ,93086 ,27746371 ,31476 ,1637831 ,31795183 ,14157 ,169918 ,73825558 ,32614 ,785529 ,163693442 ,885 ,2804 ,654460 ,16936 ,366565 ,93089974 ,9029 ,17744 ,169805193 ,4941 ,9376 ,52378824 ,187 ,469 ,488340 ,7092 ,9194 ,4066270 ,66854 ,571308 ,1119430545 ,44875 ,577528 ,1927758672 ,62762 ,2651435 ,1619683703 
,ⅩⅠ　消化器系の疾患,188776 ,1908784 ,188776 ,9078830 ,7456361284 ,46746 ,35403 ,17335460 ,97263 ,202935 ,70108177 ,2660 ,2545 ,9261501 ,82483 ,1025608 ,141886971 ,69084 ,199799 ,68797228 ,99216 ,4212916 ,68041692 ,41822 ,306417 ,144552453 ,28437 ,726006 ,153308536 ,3251 ,24359 ,4908100 ,30750 ,309839 ,83131480 ,56239 ,92546 ,1100251804 ,27269 ,53897 ,232611767 ,846 ,1950 ,1599740 ,32376 ,45573 ,24204888 ,176910 ,933609 ,2253385634 ,97188 ,904604 ,3082706787 ,167776 ,3989337 ,2576394132 
,　　う　蝕,33 ,389 ,33 ,1894 ,1085331 ,4 ,3 ,1186 ,18 ,21 ,6695 ,1 ,1 ,3260 ,11 ,134 ,7008 ,6 ,18 ,4790 ,14 ,1024 ,20091 ,3 ,14 ,445 ,7 ,34 ,5870 ,1 ,4 ,1440 ,9 ,254 ,75549 ,1 ,1 ,22036 ,1 ,1 ,850 ,-,-,-,-,-,-,33 ,338 ,679963 ,17 ,47 ,256148 ,29 ,1055 ,670048 
,　　歯肉炎及び歯周疾患,150 ,3538 ,150 ,20969 ,8108200 ,18 ,13 ,7061 ,48 ,106 ,35900 ,3 ,3 ,10830 ,77 ,962 ,80879 ,35 ,103 ,33995 ,123 ,10823 ,211207 ,23 ,245 ,81327 ,85 ,1872 ,403143 ,7 ,79 ,13770 ,78 ,3224 ,394023 ,5 ,18 ,108738 ,3 ,6 ,26151 ,1 ,1 ,110 ,1 ,2 ,1010 ,147 ,3318 ,6080445 ,27 ,194 ,619611 ,144 ,9792 ,6168328 
,　　その他の歯及び歯の支持組織の障害,122 ,1903 ,122 ,9462 ,5354333 ,14 ,7 ,5384 ,49 ,102 ,56690 ,3 ,2 ,8187 ,40 ,529 ,56212 ,33 ,143 ,34433 ,76 ,4447 ,105596 ,26 ,150 ,216089 ,30 ,1603 ,347585 ,15 ,150 ,31120 ,32 ,402 ,29255 ,37 ,75 ,832450 ,28 ,45 ,307377 ,-,-,-,4 ,9 ,5200 ,112 ,1560 ,2446301 ,34 ,238 ,872454 ,111 ,4992 ,3050971 
,　　胃潰瘍及び十二指腸潰瘍,10874 ,132731 ,10874 ,742780 ,470131259 ,3960 ,3317 ,1560588 ,6571 ,14642 ,4788509 ,143 ,151 ,488806 ,7592 ,82055 ,15390554 ,4579 ,13415 ,4496705 ,7393 ,377881 ,5666747 ,2777 ,23663 ,9505181 ,2268 ,55294 ,11712950 ,263 ,2010 ,386140 ,1780 ,21008 ,5444689 ,4299 ,13065 ,57780619 ,618 ,1347 ,5923399 ,189 ,346 ,388050 ,2345 ,3201 ,1710702 ,10430 ,72822 ,145887331 ,6180 ,58532 ,198999979 ,9805 ,297224 ,191465078 
,　　胃炎及び十二指腸炎,6074 ,70336 ,6074 ,416556 ,176235491 ,872 ,688 ,325039 ,2283 ,4854 ,2012140 ,76 ,70 ,200870 ,3750 ,48744 ,6694179 ,2197 ,9781 ,3082281 ,4276 ,206338 ,3783056 ,2574 ,14774 ,5990295 ,1085 ,38690 ,8053497 ,333 ,3633 ,708310 ,1774 ,16923 ,3591708 ,1191 ,1680 ,21158771 ,711 ,1025 ,3008104 ,6 ,38 ,64910 ,690 ,1564 ,889278 ,5777 ,63731 ,104041616 ,709 ,4023 ,12631437 ,5315 ,184112 ,112197649 
,　　アルコ－ル性肝疾患,2459 ,34062 ,2459 ,161750 ,104830431 ,676 ,498 ,226511 ,1484 ,3176 ,1005884 ,81 ,77 ,213088 ,1224 ,15707 ,1990916 ,952 ,1834 ,808120 ,1329 ,88496 ,2044232 ,434 ,3970 ,1090233 ,458 ,9170 ,1912528 ,133 ,802 ,180650 ,249 ,2146 ,544183 ,674 ,1487 ,6780372 ,15 ,19 ,62860 ,20 ,35 ,5280 ,287 ,362 ,145020 ,2264 ,13158 ,25659565 ,1732 ,20800 ,62160859 ,2366 ,89750 ,61592638 
,　　慢性肝炎（アルコール性のものを除く）,527 ,9955 ,527 ,58304 ,17981351 ,32 ,25 ,9530 ,186 ,377 ,127948 ,7 ,5 ,13411 ,354 ,7702 ,747189 ,257 ,1175 ,349627 ,351 ,28509 ,551861 ,288 ,3795 ,1018837 ,92 ,2501 ,492712 ,44 ,589 ,113990 ,188 ,3598 ,601519 ,39 ,87 ,438404 ,22 ,38 ,50253 ,-,-,-,60 ,127 ,74150 ,520 ,9724 ,13196347 ,4 ,52 ,161213 ,495 ,26714 ,16331981 
,　　肝硬変（アルコール性のものを除く）,3168 ,50658 ,3168 ,246845 ,143440083 ,426 ,277 ,122872 ,1854 ,4104 ,1344694 ,94 ,80 ,208824 ,1591 ,25918 ,2794680 ,1131 ,3072 ,1133098 ,1570 ,128411 ,4032713 ,679 ,7674 ,2455227 ,839 ,17603 ,3523399 ,86 ,526 ,111660 ,542 ,6215 ,1443476 ,889 ,1656 ,7686264 ,36 ,64 ,155987 ,19 ,32 ,20020 ,479 ,592 ,244550 ,2896 ,25474 ,42619323 ,1933 ,25147 ,75543296 ,3041 ,138580 ,92143974 
,　　その他の肝疾患,8151 ,116729 ,8151 ,595685 ,353594080 ,1715 ,1238 ,557708 ,4438 ,9357 ,3238151 ,221 ,208 ,508420 ,4573 ,83428 ,8444682 ,3586 ,9932 ,3793213 ,4580 ,281541 ,6618160 ,2528 ,22540 ,9321978 ,1658 ,39542 ,8353784 ,436 ,3141 ,563950 ,1890 ,23253 ,5960118 ,1406 ,2575 ,26021234 ,367 ,723 ,1952038 ,35 ,111 ,148730 ,1194 ,1809 ,984758 ,7650 ,67779 ,113155239 ,4145 ,48399 ,163970827 ,7632 ,295167 ,193179626 
,　　胆石症及び胆のう炎,24850 ,271695 ,24850 ,1121729 ,1319718660 ,6696 ,4984 ,2488551 ,17538 ,38265 ,13381812 ,290 ,283 ,785048 ,9185 ,120612 ,14786122 ,10184 ,24008 ,9469576 ,12047 ,451847 ,5822851 ,3959 ,34846 ,13734984 ,4396 ,94465 ,19929910 ,197 ,943 ,185275 ,3552 ,37851 ,9424058 ,14237 ,18014 ,372519515 ,7274 ,14778 ,72959085 ,36 ,55 ,7700 ,7996 ,9346 ,4790996 ,23094 ,93850 ,197229019 ,19350 ,177491 ,582203248 ,22718 ,536854 ,351686107 
,　　膵疾患,5865 ,69653 ,5865 ,302109 ,286555281 ,2126 ,1555 ,814518 ,3896 ,8109 ,2576171 ,174 ,164 ,438380 ,2941 ,34531 ,4617005 ,3169 ,5120 ,2633487 ,2856 ,146994 ,2341391 ,1038 ,9754 ,4636934 ,813 ,17033 ,3555798 ,119 ,385 ,83020 ,515 ,5722 ,2217826 ,1242 ,1846 ,30224277 ,187 ,389 ,1215793 ,17 ,65 ,47140 ,679 ,910 ,398070 ,5394 ,19656 ,41950871 ,4655 ,49847 ,188698538 ,5094 ,124018 ,84735914 
,　　その他の消化器系の疾患,126503 ,1147135 ,126503 ,5400747 ,4569326784 ,30207 ,22798 ,11216512 ,58898 ,119822 ,41533583 ,1567 ,1501 ,6382377 ,51145 ,605286 ,86277545 ,42955 ,131198 ,42957903 ,64601 ,2486605 ,36843787 ,27493 ,184992 ,96500923 ,16706 ,448199 ,95017360 ,1617 ,12097 ,2528775 ,20141 ,189243 ,53405076 ,32219 ,52042 ,576679124 ,18007 ,35462 ,146949870 ,523 ,1267 ,917800 ,18641 ,27651 ,14961154 ,118593 ,562199 ,1560439614 ,58402 ,519834 ,1796589177 ,111026 ,2281079 ,1463171818 
,ⅩⅡ　皮膚及び皮下組織の疾患,34876 ,609892 ,34876 ,2998861 ,1526970807 ,5139 ,4247 ,1728283 ,15738 ,33752 ,11930959 ,884 ,858 ,2461290 ,14420 ,311608 ,24252370 ,10873 ,44425 ,12501509 ,21397 ,1293125 ,25464480 ,9037 ,92080 ,55561044 ,11427 ,346636 ,72061351 ,1801 ,16298 ,3227830 ,12060 ,238257 ,59039752 ,5173 ,8352 ,77334451 ,2529 ,4179 ,15289338 ,128 ,731 ,1054184 ,1983 ,2870 ,1629966 ,32541 ,473926 ,783018010 ,11916 ,127363 ,380119472 ,32315 ,1694285 ,1041059788 
,　　皮膚及び皮下組織の感染症,9570 ,119365 ,9570 ,556890 ,347907938 ,2813 ,2259 ,970154 ,5518 ,11597 ,3771513 ,245 ,223 ,565005 ,3523 ,63185 ,4844953 ,3358 ,8323 ,2649779 ,5924 ,255493 ,4332248 ,2102 ,15897 ,6936762 ,2248 ,46615 ,9853696 ,213 ,1649 ,320020 ,2044 ,29315 ,7064803 ,1406 ,2053 ,11727982 ,599 ,936 ,3610401 ,20 ,70 ,72430 ,488 ,627 ,343120 ,8880 ,61979 ,114121538 ,6069 ,56652 ,176709812 ,9150 ,323950 ,209671826 
,　　皮膚炎及び湿疹,8687 ,156049 ,8687 ,907134 ,361766883 ,829 ,701 ,268807 ,3238 ,7229 ,2883675 ,187 ,179 ,682814 ,4524 ,92254 ,7663952 ,2678 ,14205 ,3920753 ,6597 ,424399 ,7980713 ,2962 ,28038 ,17559603 ,2732 ,106997 ,22705930 ,777 ,7732 ,1541540 ,3615 ,70991 ,14298996 ,858 ,1416 ,24535247 ,584 ,1068 ,3226030 ,23 ,186 ,365350 ,390 ,736 ,421768 ,7921 ,143058 ,229463983 ,902 ,7911 ,24247382 ,7561 ,419084 ,259147429 
,　　その他の皮膚及び皮下組織の疾患,16619 ,334478 ,16619 ,1534837 ,817295986 ,1497 ,1287 ,489322 ,6982 ,14926 ,5275771 ,452 ,456 ,1213471 ,6373 ,156169 ,11743465 ,4837 ,21897 ,5930977 ,8876 ,613233 ,13151519 ,3973 ,48145 ,31064679 ,6447 ,193024 ,39501725 ,811 ,6917 ,1366270 ,6401 ,137951 ,37675953 ,2909 ,4883 ,41071222 ,1346 ,2175 ,8452907 ,85 ,475 ,616404 ,1105 ,1507 ,865078 ,15740 ,268889 ,439432489 ,4945 ,62800 ,179162278 ,15604 ,951251 ,572240533 
,ⅩⅢ　筋骨格系及び結合組織の疾患,113489 ,1828321 ,113489 ,9793537 ,7015253655 ,11180 ,9560 ,3749640 ,67675 ,168670 ,63498292 ,2441 ,2261 ,8478633 ,38775 ,667178 ,55133994 ,41414 ,162399 ,50271352 ,62519 ,3943676 ,62314757 ,24301 ,168636 ,84453172 ,72001 ,2460749 ,519275843 ,2006 ,14014 ,2884225 ,25432 ,261390 ,71217420 ,28236 ,53787 ,1917044215 ,29599 ,58837 ,309199358 ,273 ,592 ,460208 ,4134 ,5673 ,3006205 ,105304 ,1193540 ,2046966264 ,51426 ,622190 ,1816714073 ,110063 ,5266871 ,3310804345 
,　　炎症性多発性関節障害,8299 ,117374 ,8299 ,821675 ,378400373 ,1231 ,980 ,399954 ,4936 ,11163 ,3860391 ,265 ,246 ,1397062 ,4040 ,72079 ,6527773 ,3418 ,14081 ,3699324 ,5390 ,460483 ,7971468 ,2657 ,13653 ,23446718 ,3969 ,110722 ,23007074 ,117 ,769 ,173620 ,1609 ,16750 ,3733290 ,900 ,1938 ,43909297 ,771 ,1515 ,6204023 ,18 ,26 ,3740 ,511 ,720 ,364736 ,7820 ,77536 ,131833398 ,3479 ,39010 ,121868465 ,7979 ,337366 ,214238281 
,　　関節症,23398 ,384455 ,23398 ,2090546 ,1973256906 ,688 ,621 ,208792 ,16353 ,44893 ,17713946 ,307 ,281 ,859882 ,6367 ,98892 ,7488689 ,7071 ,31268 ,7147632 ,12408 ,714270 ,9602260 ,4273 ,26247 ,7830146 ,19752 ,713786 ,153413866 ,232 ,1466 ,279570 ,4730 ,32484 ,7112946 ,9263 ,21819 ,852784829 ,9134 ,19811 ,105371727 ,71 ,89 ,19910 ,516 ,662 ,361680 ,21747 ,221934 ,390535627 ,12366 ,161953 ,412524704 ,23282 ,1122656 ,719660605 
