平成２９年　社会医療診療行為別統計　平成２９年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
報告書Ⅰ　医科診療　第　７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,　　高血圧性疾患,18918 ,321351 ,18918 ,1729876 ,663937320 ,1762 ,1163 ,588539 ,6347 ,13777 ,4699485 ,369 ,361 ,1133786 ,9723 ,187435 ,18540588 ,8067 ,36718 ,11506644 ,12062 ,843357 ,12529373 ,7028 ,56487 ,22405432 ,5604 ,184221 ,37223369 ,629 ,6647 ,1441565 ,6147 ,82252 ,21524315 ,1502 ,2613 ,45262197 ,798 ,1599 ,3639429 ,5 ,22 ,24590 ,629 ,1352 ,647270 ,18116 ,299535 ,439458533 ,1344 ,12313 ,42840073 ,17441 ,920568 ,542251669 
,　　虚血性心疾患,50440 ,356137 ,50440 ,2788859 ,3729645948 ,8886 ,7259 ,3440272 ,40462 ,93076 ,29406623 ,1184 ,1124 ,3011305 ,31928 ,229548 ,162335019 ,12137 ,31152 ,11781783 ,29756 ,1767362 ,34177837 ,7052 ,28773 ,15012333 ,10412 ,181937 ,42892913 ,445 ,2914 ,594305 ,7213 ,53742 ,39086342 ,19532 ,32651 ,2001572769 ,2404 ,3030 ,43292944 ,271 ,493 ,141510 ,797 ,1038 ,539290 ,47370 ,125865 ,262954457 ,39807 ,228610 ,1079403995 ,49078 ,863588 ,585109829 
,　　その他の心疾患,91427 ,1336972 ,91427 ,6896594 ,7107843953 ,20484 ,14728 ,7294707 ,58227 ,141586 ,45609265 ,3287 ,3410 ,15767441 ,42523 ,732101 ,129887460 ,36182 ,123850 ,36215381 ,47044 ,3258450 ,75803197 ,18622 ,151429 ,66976105 ,38025 ,783721 ,172133458 ,1621 ,8580 ,1715450 ,22376 ,286683 ,106511728 ,18283 ,40907 ,2611611417 ,7888 ,10598 ,99743399 ,639 ,1229 ,413936 ,3883 ,4840 ,2287946 ,86798 ,728145 ,1399293002 ,52842 ,605676 ,2336115728 ,84861 ,3657884 ,2366519137 
,　　くも膜下出血,10190 ,235250 ,10190 ,963399 ,977177116 ,1794 ,1640 ,747659 ,4167 ,9044 ,3107163 ,121 ,153 ,182149 ,2439 ,35867 ,3034420 ,3858 ,8892 ,8034423 ,2217 ,147479 ,1921137 ,943 ,8268 ,4323101 ,7243 ,464518 ,114173601 ,83 ,544 ,105060 ,1842 ,45461 ,9399978 ,1750 ,3674 ,221474820 ,1413 ,2532 ,24259603 ,48 ,69 ,9350 ,65 ,82 ,36410 ,9910 ,182464 ,324776974 ,3260 ,52701 ,261276173 ,9370 ,709141 ,392662644 
,　　脳内出血,38306 ,883039 ,38306 ,4486827 ,2689652724 ,6226 ,5533 ,2423709 ,12278 ,26534 ,9127066 ,460 ,504 ,744433 ,7224 ,145122 ,11449375 ,11674 ,32225 ,15792875 ,8760 ,543910 ,7233372 ,3438 ,36488 ,15026305 ,29950 ,2656555 ,655541244 ,327 ,1801 ,346450 ,6525 ,150192 ,37743801 ,1838 ,3200 ,69092999 ,947 ,1516 ,13412877 ,31 ,59 ,164490 ,270 ,350 ,162480 ,37747 ,740549 ,1349786549 ,9708 ,142132 ,501035032 ,36329 ,2719630 ,1535767628 
,　　脳　梗　塞,92319 ,1938808 ,92319 ,9854720 ,5972362270 ,19182 ,16446 ,6911258 ,36008 ,86234 ,29541132 ,1382 ,1375 ,2185726 ,20225 ,447452 ,39169095 ,32911 ,87919 ,48124773 ,29650 ,1825682 ,27582009 ,11691 ,131914 ,71860147 ,70797 ,5027157 ,1255626999 ,957 ,5288 ,1003005 ,14161 ,278346 ,68499803 ,3562 ,6201 ,168509567 ,963 ,1435 ,9116618 ,51 ,137 ,285396 ,982 ,1286 ,562568 ,90478 ,1540197 ,2779304048 ,30062 ,397393 ,1463442018 ,88653 ,5812683 ,3330959206 
,　　脳動脈硬化（症）,125 ,2014 ,125 ,12764 ,5196127 ,30 ,26 ,10192 ,67 ,147 ,51619 ,12 ,12 ,33856 ,91 ,2703 ,272569 ,86 ,452 ,190706 ,84 ,4566 ,62528 ,70 ,580 ,201707 ,42 ,1590 ,355079 ,5 ,44 ,8600 ,45 ,641 ,156487 ,13 ,19 ,499812 ,3 ,5 ,37441 ,-,-,-,4 ,9 ,4530 ,122 ,1936 ,3171600 ,6 ,34 ,139401 ,115 ,5633 ,3461128 
,　　その他の脳血管疾患,15020 ,204318 ,15020 ,1188755 ,1037540630 ,2594 ,2221 ,900358 ,8765 ,19133 ,6391380 ,137 ,129 ,256490 ,4454 ,87652 ,8196581 ,9024 ,20275 ,21855361 ,7275 ,411988 ,6094191 ,2664 ,21310 ,11832308 ,7000 ,373577 ,93974330 ,160 ,1365 ,298315 ,2569 ,38203 ,9727648 ,4221 ,5250 ,342012267 ,2284 ,3064 ,23320155 ,18 ,24 ,133150 ,325 ,404 ,214600 ,14201 ,137705 ,250318787 ,8278 ,66386 ,261756477 ,14631 ,574046 ,347653733 
,　　動脈硬化（症）,6707 ,79639 ,6707 ,429527 ,542583263 ,417 ,350 ,124187 ,4761 ,10590 ,3526667 ,184 ,170 ,372385 ,2287 ,34746 ,7482157 ,1869 ,4357 ,2514311 ,3409 ,219514 ,3862313 ,890 ,7278 ,2719312 ,2078 ,43510 ,9385702 ,90 ,728 ,133700 ,2160 ,20962 ,24768221 ,3824 ,6095 ,265647698 ,1000 ,1506 ,7768105 ,45 ,64 ,12780 ,150 ,182 ,93560 ,6135 ,30372 ,55295880 ,5102 ,49049 ,158817961 ,6600 ,214515 ,143956355 
,　　痔　核,6659 ,41356 ,6659 ,271317 ,110557059 ,326 ,261 ,100632 ,2809 ,5227 ,2125633 ,25 ,24 ,60567 ,3329 ,21385 ,3177528 ,793 ,2752 ,708548 ,5818 ,165750 ,1998009 ,2939 ,6868 ,2382861 ,237 ,10617 ,2232265 ,77 ,866 ,156595 ,2772 ,13567 ,1754800 ,3543 ,3994 ,23695413 ,2790 ,3645 ,4261149 ,6 ,30 ,44126 ,665 ,1192 ,641660 ,5464 ,29567 ,52901914 ,1110 ,5572 ,14315359 ,5059 ,85163 ,53370876 
,　　低血圧（症）,645 ,7853 ,645 ,43446 ,22118350 ,173 ,125 ,64434 ,308 ,668 ,251782 ,11 ,9 ,13373 ,291 ,5100 ,471123 ,277 ,767 ,266143 ,352 ,20776 ,374464 ,154 ,1120 ,440087 ,162 ,4464 ,980639 ,50 ,496 ,91485 ,147 ,1930 ,871840 ,48 ,82 ,1017498 ,30 ,42 ,129260 ,1 ,1 ,110 ,11 ,18 ,9420 ,621 ,5968 ,10216135 ,312 ,1860 ,6920357 ,624 ,21338 ,13529711 
,　　その他の循環器系の疾患,22248 ,268763 ,22248 ,1434042 ,2170911787 ,4244 ,3448 ,1591150 ,15763 ,37201 ,12124838 ,480 ,501 ,1372995 ,9066 ,132840 ,18631236 ,9676 ,26533 ,10485945 ,11695 ,639887 ,12154461 ,3733 ,24788 ,17080031 ,8647 ,215662 ,50302484 ,369 ,1500 ,373570 ,4133 ,48845 ,27413972 ,9674 ,23429 ,1006516447 ,5339 ,9310 ,86227834 ,441 ,869 ,439040 ,1336 ,1602 ,885760 ,20774 ,104109 ,228968062 ,15684 ,163154 ,696352201 ,20886 ,684427 ,449337000 
,Ⅹ　呼吸器系の疾患,197845 ,2805204 ,197845 ,13553521 ,8864926944 ,58255 ,43856 ,21166208 ,109294 ,234781 ,77951814 ,7735 ,8043 ,44349478 ,106339 ,1782095 ,153712233 ,85022 ,297423 ,90754765 ,108633 ,5094054 ,90258622 ,49551 ,522537 ,228479362 ,73218 ,1744613 ,361476786 ,2703 ,14313 ,2940645 ,49155 ,947704 ,200660522 ,16354 ,34532 ,345767302 ,8520 ,15290 ,80953210 ,304 ,1073 ,1573560 ,12714 ,17177 ,7404153 ,186542 ,1650562 ,3176091975 ,110879 ,1144809 ,3978673224 ,177231 ,6697768 ,4111440652 
,　　急性鼻咽頭炎［かぜ］<感冒>,756 ,9919 ,756 ,61074 ,20523325 ,126 ,101 ,56957 ,273 ,519 ,194983 ,12 ,10 ,41580 ,383 ,4887 ,415615 ,144 ,622 ,178516 ,581 ,34176 ,498084 ,207 ,1170 ,922659 ,141 ,7794 ,1686767 ,90 ,1036 ,201500 ,165 ,1602 ,382313 ,56 ,71 ,1115718 ,46 ,85 ,140956 ,2 ,16 ,31610 ,11 ,25 ,15380 ,584 ,8341 ,12051006 ,153 ,619 ,2589681 ,564 ,25514 ,16038808 
,　　急性咽頭炎及び急性扁桃炎,4872 ,32567 ,4872 ,168943 ,112607373 ,2293 ,1982 ,931139 ,2677 ,4689 ,1560023 ,32 ,33 ,153046 ,3070 ,21609 ,2200309 ,1033 ,2725 ,787040 ,3437 ,83626 ,1535349 ,876 ,5137 ,2485419 ,242 ,9172 ,1954481 ,77 ,1021 ,199985 ,463 ,5754 ,1229711 ,343 ,634 ,5684047 ,298 ,522 ,2229205 ,4 ,63 ,165430 ,212 ,273 ,157008 ,4401 ,15435 ,27852806 ,3515 ,16256 ,63482255 ,4514 ,73798 ,47565245 
,　　その他の急性上気道感染症,4172 ,31558 ,4172 ,159083 ,99696664 ,1952 ,1647 ,827099 ,2080 ,3727 ,1199433 ,49 ,48 ,263192 ,2518 ,16187 ,2024905 ,913 ,2151 ,686627 ,2717 ,83110 ,1314107 ,638 ,3551 ,2027877 ,348 ,12162 ,2517535 ,85 ,764 ,137730 ,426 ,4458 ,1204032 ,166 ,289 ,3488207 ,115 ,258 ,631294 ,2 ,18 ,18770 ,71 ,113 ,56550 ,3731 ,16932 ,30281289 ,2844 ,13664 ,53017977 ,3487 ,72353 ,45985934 
,　　肺　　炎,77227 ,1091959 ,77227 ,5874201 ,3325256261 ,24002 ,17838 ,8392180 ,41991 ,90879 ,29633724 ,2725 ,2747 ,14044707 ,45895 ,936433 ,75753284 ,39793 ,159962 ,48768389 ,45741 ,2188722 ,34708163 ,25863 ,283988 ,122148493 ,28390 ,655550 ,136145028 ,821 ,2987 ,627775 ,23257 ,431080 ,75259899 ,3237 ,7828 ,34010295 ,363 ,513 ,1991438 ,110 ,320 ,308440 ,2881 ,4303 ,1292086 ,73763 ,688296 ,1327040008 ,39052 ,402666 ,1413627018 ,70028 ,2567310 ,1604109791 
,　　急性気管支炎及び急性細気管支炎,9007 ,72014 ,9007 ,357209 ,243087295 ,3757 ,2938 ,1591485 ,4697 ,8499 ,2712318 ,179 ,193 ,1104688 ,5085 ,39248 ,3214872 ,2069 ,5613 ,1679260 ,6350 ,177731 ,2425319 ,1592 ,10398 ,4564125 ,972 ,22738 ,4737997 ,102 ,1048 ,201575 ,1238 ,16620 ,2953972 ,162 ,257 ,3270241 ,83 ,193 ,490784 ,1 ,1 ,2100 ,95 ,195 ,86170 ,8018 ,37771 ,72661625 ,6356 ,33749 ,141390594 ,7586 ,163597 ,103172005 
,　　アレルギ－性鼻炎,1187 ,14892 ,1187 ,88403 ,43947391 ,65 ,53 ,22731 ,411 ,867 ,372640 ,42 ,42 ,150749 ,529 ,6847 ,904577 ,209 ,1088 ,330725 ,864 ,47165 ,854165 ,356 ,1599 ,1647806 ,238 ,10932 ,2259607 ,110 ,1311 ,263120 ,323 ,3771 ,790112 ,233 ,646 ,10047794 ,200 ,321 ,1455695 ,-,-,-,37 ,65 ,37610 ,1029 ,13053 ,22871050 ,115 ,643 ,1939010 ,924 ,37042 ,23596145 
,　　慢性副鼻腔炎,2797 ,19404 ,2797 ,119938 ,171667505 ,76 ,59 ,24708 ,2151 ,4768 ,1695778 ,30 ,22 ,55853 ,924 ,5834 ,1070241 ,328 ,961 ,377046 ,2045 ,69254 ,1173120 ,374 ,1206 ,1301846 ,115 ,4504 ,1001415 ,28 ,206 ,54685 ,348 ,4099 ,816682 ,1942 ,5044 ,95731890 ,1867 ,3053 ,16915466 ,2 ,5 ,36440 ,1470 ,1668 ,1057878 ,2523 ,6540 ,12809390 ,2176 ,12715 ,37545067 ,2698 ,45101 ,29336172 
,　　急性又は慢性と明示されない気管支炎,1139 ,18545 ,1139 ,103504 ,41503074 ,204 ,151 ,66227 ,443 ,938 ,325879 ,31 ,29 ,155326 ,664 ,11967 ,993519 ,507 ,2120 ,586229 ,716 ,48882 ,881537 ,429 ,3619 ,1292030 ,359 ,10355 ,2155307 ,56 ,478 ,83740 ,394 ,6409 ,1203175 ,79 ,107 ,1922637 ,39 ,80 ,280754 ,-,-,-,30 ,74 ,35140 ,1100 ,16569 ,26563292 ,211 ,1726 ,4958282 ,1029 ,50647 ,30165835 
,　　慢性閉塞性肺疾患,9630 ,200015 ,9630 ,783875 ,462572076 ,1448 ,991 ,457177 ,4418 ,10844 ,3573989 ,865 ,925 ,6564084 ,3979 ,77183 ,6500186 ,3664 ,13298 ,4369455 ,4032 ,295129 ,5201943 ,1848 ,18606 ,9157127 ,4914 ,105999 ,20647580 ,156 ,1101 ,232390 ,2749 ,59315 ,15495440 ,250 ,539 ,4363098 ,85 ,178 ,469395 ,6 ,58 ,92070 ,240 ,417 ,159110 ,9439 ,171650 ,291496409 ,2459 ,27639 ,93630573 ,9252 ,624347 ,352804447 
,　　喘　　息,11213 ,101573 ,11213 ,566471 ,326558427 ,4212 ,3026 ,1821141 ,6558 ,13400 ,4296671 ,239 ,231 ,1237682 ,5690 ,60147 ,5183962 ,2993 ,9188 ,2624504 ,8208 ,306199 ,5372367 ,2410 ,15518 ,6497408 ,1582 ,31993 ,6573820 ,121 ,1036 ,216295 ,2098 ,24427 ,4372411 ,203 ,320 ,4376691 ,102 ,180 ,759390 ,4 ,18 ,22018 ,183 ,318 ,128768 ,10121 ,56429 ,110702516 ,7055 ,44030 ,172338737 ,10504 ,258505 ,162083868 
,　　その他の呼吸器系の疾患,75845 ,1212758 ,75845 ,5270820 ,4017507553 ,20120 ,15070 ,6975364 ,43595 ,95651 ,32386376 ,3531 ,3763 ,20578571 ,37602 ,601753 ,55450763 ,33369 ,99695 ,30366974 ,33942 ,1760060 ,36294468 ,14958 ,177745 ,76434572 ,35917 ,873414 ,181797249 ,1057 ,3325 ,721850 ,17694 ,390169 ,96952775 ,9683 ,18797 ,181756684 ,5322 ,9907 ,55588833 ,173 ,574 ,896682 ,7484 ,9726 ,4378453 ,71833 ,619546 ,1241762584 ,46943 ,591102 ,1994154030 ,66645 ,2779554 ,1696582402 
,ⅩⅠ　消化器系の疾患,192845 ,1909513 ,192845 ,9229394 ,7719536426 ,48256 ,36451 ,17834911 ,102574 ,219421 ,75327083 ,2873 ,2755 ,10085801 ,83728 ,1033265 ,143115230 ,70560 ,200331 ,70113828 ,101673 ,4287444 ,70018844 ,41433 ,294094 ,141141440 ,31468 ,789878 ,166627800 ,3338 ,25269 ,5163390 ,30468 ,299990 ,86422483 ,58809 ,96324 ,1177874842 ,28478 ,56150 ,248835149 ,825 ,1751 ,1303774 ,33495 ,46662 ,25024416 ,181642 ,933421 ,2342475748 ,100193 ,905551 ,3136928761 ,172087 ,3982253 ,2571589690 
,　　う　蝕,28 ,429 ,28 ,1784 ,1054914 ,8 ,8 ,2706 ,14 ,15 ,4940 ,1 ,1 ,3224 ,7 ,26 ,3989 ,1 ,12 ,2436 ,13 ,1006 ,13847 ,-,-,-,11 ,86 ,16900 ,-,-,-,8 ,224 ,45354 ,1 ,1 ,4414 ,-,-,-,-,-,-,-,-,-,26 ,372 ,740764 ,15 ,33 ,216340 ,27 ,1137 ,732875 
,　　歯肉炎及び歯周疾患,123 ,2889 ,123 ,16675 ,6888477 ,12 ,10 ,5175 ,41 ,78 ,25950 ,4 ,4 ,14389 ,64 ,696 ,53807 ,33 ,106 ,28730 ,97 ,9240 ,189082 ,18 ,223 ,167113 ,74 ,878 ,176625 ,7 ,72 ,13510 ,61 ,2474 ,396469 ,2 ,3 ,8178 ,-,-,-,1 ,1 ,110 ,1 ,1 ,770 ,122 ,2772 ,5420076 ,19 ,117 ,388493 ,118 ,8109 ,5115651 
,　　その他の歯及び歯の支持組織の障害,134 ,1719 ,134 ,7554 ,5512384 ,10 ,8 ,4486 ,72 ,142 ,67227 ,3 ,4 ,8300 ,49 ,642 ,65360 ,41 ,149 ,39343 ,79 ,3222 ,54210 ,33 ,162 ,96411 ,22 ,821 ,164569 ,12 ,137 ,27970 ,31 ,475 ,34514 ,47 ,97 ,1341913 ,38 ,60 ,411268 ,-,-,-,3 ,5 ,3300 ,120 ,1326 ,2192377 ,50 ,304 ,1001136 ,118 ,4537 ,2761489 
,　　胃潰瘍及び十二指腸潰瘍,10524 ,125044 ,10524 ,729650 ,455609170 ,3880 ,3196 ,1515776 ,6517 ,14819 ,4817276 ,161 ,175 ,445818 ,7252 ,80860 ,14897833 ,4593 ,12734 ,4422921 ,7165 ,372877 ,5650503 ,2645 ,21614 ,9147236 ,2371 ,59197 ,12300804 ,262 ,2091 ,435745 ,1719 ,20321 ,5325788 ,4274 ,12918 ,57885310 ,627 ,1370 ,5945861 ,191 ,336 ,134504 ,2266 ,3090 ,1642058 ,10144 ,70219 ,145612442 ,5943 ,53762 ,185305113 ,9474 ,279240 ,179703332 
,　　胃炎及び十二指腸炎,5955 ,68062 ,5955 ,416074 ,172366435 ,809 ,630 ,290990 ,2310 ,4860 ,2025220 ,76 ,70 ,200212 ,3662 ,47397 ,6392884 ,2125 ,9499 ,2910079 ,4238 ,212841 ,3012900 ,2566 ,13687 ,6069061 ,1129 ,36440 ,7416646 ,334 ,3789 ,762650 ,1769 ,16783 ,3497283 ,1202 ,1638 ,20940604 ,772 ,1201 ,3458714 ,8 ,19 ,125400 ,660 ,1459 ,841752 ,5682 ,61889 ,102235852 ,702 ,3866 ,12078708 ,5251 ,177535 ,108900244 
,　　アルコ－ル性肝疾患,2587 ,34160 ,2587 ,168890 ,107963932 ,696 ,539 ,233021 ,1648 ,3612 ,1143094 ,82 ,80 ,160008 ,1239 ,16391 ,2032298 ,1033 ,1940 ,859153 ,1407 ,93302 ,2387438 ,428 ,3607 ,1146319 ,507 ,10639 ,2258657 ,150 ,611 ,141980 ,256 ,2119 ,629599 ,707 ,1491 ,7146411 ,27 ,41 ,92508 ,19 ,27 ,4180 ,309 ,386 ,149550 ,2416 ,13021 ,26306654 ,1834 ,21054 ,63272762 ,2482 ,89303 ,61290361 
,　　慢性肝炎（アルコール性のものを除く）,531 ,9116 ,531 ,50310 ,17043669 ,39 ,32 ,11299 ,174 ,363 ,117043 ,7 ,7 ,11909 ,324 ,7465 ,650849 ,228 ,1072 ,343948 ,322 ,23395 ,358851 ,266 ,2769 ,817385 ,97 ,2594 ,486458 ,37 ,517 ,96525 ,171 ,2820 ,525503 ,28 ,53 ,663459 ,19 ,51 ,73555 ,-,-,-,52 ,111 ,66750 ,526 ,9053 ,12751306 ,2 ,8 ,28109 ,494 ,25308 ,15440526 
,　　肝硬変（アルコール性のものを除く）,3194 ,49359 ,3194 ,254874 ,148623100 ,475 ,302 ,136279 ,1921 ,4240 ,1383520 ,107 ,97 ,591249 ,1621 ,28135 ,2914503 ,1194 ,3301 ,1207954 ,1589 ,134873 ,4150590 ,661 ,7138 ,2703871 ,912 ,17816 ,3611695 ,76 ,515 ,103485 ,558 ,6595 ,1800635 ,944 ,1843 ,10083404 ,38 ,55 ,214261 ,15 ,28 ,11190 ,525 ,627 ,272190 ,2984 ,25301 ,44798892 ,1995 ,23998 ,74577181 ,3079 ,132896 ,88312105 
,　　その他の肝疾患,8203 ,116234 ,8203 ,607255 ,359731757 ,1754 ,1247 ,562838 ,4631 ,9777 ,3368275 ,230 ,217 ,687584 ,4772 ,81138 ,8516329 ,3581 ,9675 ,3718690 ,4623 ,293119 ,6637094 ,2496 ,20853 ,8187034 ,1807 ,44291 ,9272574 ,456 ,3864 ,711350 ,1891 ,22384 ,6283854 ,1435 ,2644 ,26646154 ,381 ,695 ,2136200 ,46 ,136 ,117870 ,1247 ,1874 ,1040640 ,7718 ,68453 ,118276241 ,4087 ,46862 ,163568770 ,7673 ,294948 ,193240790 
,　　胆石症及び胆のう炎,26212 ,279563 ,26212 ,1148121 ,1410586455 ,7316 ,5450 ,2690376 ,18877 ,42032 ,14526644 ,351 ,334 ,1676498 ,9591 ,122358 ,15016435 ,10618 ,24676 ,9663522 ,12700 ,454679 ,6170555 ,3832 ,32390 ,13531236 ,5043 ,104333 ,22181474 ,230 ,986 ,200035 ,3444 ,36092 ,10139670 ,15535 ,19634 ,408375122 ,7956 ,15769 ,80526836 ,28 ,57 ,61880 ,8646 ,10057 ,5167580 ,24526 ,94592 ,207075765 ,20650 ,184591 ,613546297 ,24037 ,550415 ,360373254 
,　　膵疾患,6074 ,68325 ,6074 ,295904 ,295575187 ,2186 ,1624 ,841657 ,4100 ,8776 ,2769131 ,191 ,171 ,490126 ,2992 ,34047 ,4914449 ,3241 ,5059 ,2685775 ,2919 ,140018 ,2074808 ,1029 ,9467 ,4758436 ,881 ,18770 ,3946259 ,101 ,349 ,73745 ,544 ,5722 ,2264753 ,1369 ,2117 ,35807880 ,191 ,435 ,1528074 ,12 ,38 ,24390 ,772 ,1042 ,472010 ,5678 ,18245 ,41324656 ,4856 ,49972 ,191430714 ,5293 ,120887 ,82567368 
,　　その他の消化器系の疾患,129280 ,1154613 ,129280 ,5532303 ,4738580946 ,31071 ,23405 ,11540308 ,62269 ,130707 ,45078763 ,1660 ,1595 ,5796484 ,52155 ,614110 ,87656494 ,43872 ,132108 ,44231277 ,66521 ,2548872 ,39318966 ,27459 ,182184 ,94517338 ,18614 ,494013 ,104795139 ,1673 ,12338 ,2596395 ,20016 ,183981 ,55479061 ,33265 ,53885 ,608971993 ,18429 ,36473 ,154447872 ,505 ,1109 ,824250 ,19014 ,28010 ,15367816 ,121700 ,568178 ,1635740723 ,60040 ,520984 ,1831515138 ,114041 ,2297938 ,1473151695 
,ⅩⅡ　皮膚及び皮下組織の疾患,36501 ,634196 ,36501 ,3155673 ,1620647703 ,5417 ,4482 ,1817904 ,16876 ,37186 ,12965590 ,1020 ,978 ,2727755 ,15055 ,325451 ,25427299 ,11448 ,46615 ,13364223 ,22133 ,1367831 ,28499148 ,9091 ,94474 ,58781055 ,12452 ,374013 ,77046423 ,1658 ,15760 ,3264850 ,12164 ,244914 ,64212922 ,5475 ,9012 ,81499675 ,2629 ,4230 ,15809619 ,108 ,695 ,941254 ,2110 ,2995 ,1723494 ,34279 ,496334 ,839690000 ,12313 ,130455 ,391920064 ,34032 ,1775334 ,1086909231 
,　　皮膚及び皮下組織の感染症,10057 ,124496 ,10057 ,586323 ,369103340 ,2992 ,2387 ,1025893 ,6024 ,12985 ,4188526 ,270 ,252 ,638217 ,3894 ,64149 ,5058064 ,3553 ,8392 ,2761501 ,6217 ,269877 ,5091978 ,2084 ,15432 ,7413593 ,2588 ,54845 ,11600890 ,184 ,1489 ,294365 ,2010 ,28958 ,8168527 ,1472 ,2223 ,11484808 ,621 ,929 ,3822449 ,17 ,68 ,63794 ,509 ,633 ,339218 ,9386 ,64467 ,120939092 ,6349 ,59199 ,186155169 ,9660 ,339637 ,219047569 
,　　皮膚炎及び湿疹,8727 ,152923 ,8727 ,885730 ,368165193 ,875 ,742 ,290500 ,3375 ,7684 ,3009561 ,193 ,198 ,764779 ,4402 ,90112 ,7468180 ,2731 ,14077 ,4008764 ,6445 ,412526 ,8462578 ,2890 ,26524 ,15512289 ,2827 ,105129 ,22154438 ,685 ,7273 ,1514150 ,3451 ,69323 ,14313626 ,870 ,1497 ,27240797 ,619 ,1036 ,3266917 ,24 ,240 ,369250 ,386 ,701 ,426728 ,8010 ,141000 ,235035035 ,930 ,7610 ,24123505 ,7678 ,414478 ,254545463 
,　　その他の皮膚及び皮下組織の疾患,17717 ,356777 ,17717 ,1683620 ,883379170 ,1550 ,1353 ,501511 ,7477 ,16517 ,5767503 ,557 ,528 ,1324759 ,6759 ,171190 ,12901055 ,5164 ,24146 ,6593958 ,9471 ,685428 ,14944592 ,4117 ,52518 ,35855173 ,7037 ,214039 ,43291095 ,789 ,6998 ,1456335 ,6703 ,146633 ,41730769 ,3133 ,5292 ,42774070 ,1389 ,2265 ,8720253 ,67 ,387 ,508210 ,1215 ,1661 ,957548 ,16883 ,290867 ,483715873 ,5034 ,63646 ,181641390 ,16694 ,1021219 ,613316199 
,ⅩⅢ　筋骨格系及び結合組織の疾患,122492 ,1934734 ,122492 ,10489587 ,7891271693 ,12397 ,10559 ,4163085 ,73992 ,190547 ,71881334 ,2779 ,2653 ,9476529 ,41424 ,688008 ,58154846 ,44530 ,171953 ,53677735 ,67358 ,4168558 ,66666883 ,25366 ,168832 ,86645088 ,78786 ,2748111 ,581139342 ,2044 ,14783 ,3018665 ,26766 ,269324 ,76539516 ,32686 ,61861 ,2303589541 ,33938 ,66563 ,361290185 ,293 ,665 ,765944 ,4434 ,6151 ,3299555 ,114580 ,1271851 ,2273508463 ,55389 ,648803 ,1936671741 ,118882 ,5555477 ,3493585675 
,　　炎症性多発性関節障害,8683 ,119610 ,8683 ,813813 ,394984874 ,1208 ,961 ,398739 ,5156 ,11887 ,4119837 ,315 ,309 ,1668912 ,4156 ,71137 ,6522194 ,3552 ,14464 ,3853711 ,5605 ,451832 ,7953395 ,2645 ,12480 ,22510295 ,4085 ,110024 ,22763485 ,133 ,981 ,197375 ,1603 ,16197 ,3550085 ,1022 ,2314 ,47873241 ,876 ,1692 ,7107905 ,14 ,14 ,1980 ,532 ,766 ,409440 ,8261 ,78933 ,140350375 ,3682 ,39814 ,125577473 ,8381 ,342755 ,217766577 
